廣韻字頭(覈校後),廣韻字頭原貌(覈校前),聲紐,聲母擬音,呼,等,韻部(調整後),廣韻韻部原貌(調整前),,韻母擬音,聲調,廣韻反切(覈校後),廣韻反切原貌(覈校前),全王本切韻-反切,裴本切韻-反切,先秦韻部（引自余迺永的《上古音系研究》）,廣韻釋義,釋義補充
䏆,䏆,從,ˀz̺ʱ,開,三,宵A,宵,開三宵A,ɪʊ,平,昨焦,昨焦,昨焦,,,耳中聲又音曹,
譙,譙,從,ˀz̺ʱ,開,三,宵A,宵,開三宵A,ɪʊ,平,昨焦,昨焦,昨焦,,,國名又姓蜀有譙周,
嶕,嶕,從,ˀz̺ʱ,開,三,宵A,宵,開三宵A,ɪʊ,平,昨焦,昨焦,昨焦,,,嶕嶢,
𡻝,𡻝,從,ˀz̺ʱ,開,三,宵A,宵,開三宵A,ɪʊ,平,昨焦,昨焦,昨焦,,,嶚𡻝山高皃又音巢,
鐎,鐎,從,ˀz̺ʱ,開,三,宵A,宵,開三宵A,ɪʊ,平,昨焦,昨焦,,,,又音焦,
𨝱,𨝱,從,ˀz̺ʱ,開,三,宵A,宵,開三宵A,ɪʊ,平,昨焦,昨焦,,,,縣名,
僬,僬,從,ˀz̺ʱ,開,三,宵A,宵,開三宵A,ɪʊ,平,昨焦,昨焦,昨焦,,,又音焦,
䩌,䩌,從,ˀz̺ʱ,開,三,宵A,宵,開三宵A,ɪʊ,平,昨焦,昨焦,昨焦,,,面枯皃又音焦,
撨,撨,從,ˀz̺ʱ,開,三,宵A,宵,開三宵A,ɪʊ,平,昨焦,昨焦,昨焦,,,取也,
菬,菬,從,ˀz̺ʱ,開,三,宵A,宵,開三宵A,ɪʊ,平,昨焦,昨焦,昨焦,,,草名,
驕,驕,見,k,開,三,宵B,宵,開三宵B,eʊ,平,舉喬,舉喬,舉喬,,,馬高六尺舉喬切九,
嬌,嬌,見,k,開,三,宵B,宵,開三宵B,eʊ,平,舉喬,舉喬,舉喬,,,女字亦態,
憍,憍,見,k,開,三,宵B,宵,開三宵B,eʊ,平,舉喬,舉喬,舉喬,,,憐也恣也本亦作驕,
穚,穚,見,k,開,三,宵B,宵,開三宵B,eʊ,平,舉喬,舉喬,舉喬,,,禾秀,
鷮,鷮,見,k,開,三,宵B,宵,開三宵B,eʊ,平,舉喬,舉喬,舉喬,,,鷮似雉而小走鳴長尾,
蕎,蕎,見,k,開,三,宵B,宵,開三宵B,eʊ,平,舉喬,舉喬,舉喬,,,藥名一名大戟,
喬,喬,見,k,開,三,宵B,宵,開三宵B,eʊ,平,舉喬,舉喬,,,豪,爾雅云句如羽喬郭璞曰樹枝曲卷似鳥毛羽,
簥,簥,見,k,開,三,宵B,宵,開三宵B,eʊ,平,舉喬,舉喬,舉喬,,,大管名也,
撟,撟,見,k,開,三,宵B,宵,開三宵B,eʊ,平,舉喬,舉喬,舉喬,,,舉手,
焦,焦,精,ts̺,開,三,宵A,宵,開三宵A,ɪʊ,平,即消,即消,即遙,,宵,傷火也又姓周武王封神農之後於焦後以國爲氏出南安即消切十七,
𤓪,𤓪,精,ts̺,開,三,宵A,宵,開三宵A,ɪʊ,平,即消,即消,,,,籀文,傷火也又姓周武王封神農之後於焦後以國爲氏出南安即消切十七
㲬,㲬,精,ts̺,開,三,宵A,宵,開三宵A,ɪʊ,平,即消,即消,即遙,,,兜鍪上毛飾,
蕉,蕉,精,ts̺,開,三,宵A,宵,開三宵A,ɪʊ,平,即消,即消,即遙,,,芭蕉,
膲,膲,精,ts̺,開,三,宵A,宵,開三宵A,ɪʊ,平,即消,即消,即遙,,,人之三膲,
鷦,鷦,精,ts̺,開,三,宵A,宵,開三宵A,ɪʊ,平,即消,即消,即遙,,,鷦鵬南方神鳥似鳳又鷦鷯小鳥,
𩾗,𩾗,精,ts̺,開,三,宵A,宵,開三宵A,ɪʊ,平,即消,即消,即遙,,,上同,鷦鵬南方神鳥似鳳又鷦鷯小鳥
椒,椒,精,ts̺,開,三,宵A,宵,開三宵A,ɪʊ,平,即消,即消,即遙,,,木名爾雅云檓大椒又椒榝醜莍莍實也應劭漢官儀曰皇后稱椒房以椒塗壁取其溫也又山巔亦姓楚有大夫椒舉,
茮,茮,精,ts̺,開,三,宵A,宵,開三宵A,ɪʊ,平,即消,即消,,,,上同,木名爾雅云檓大椒又椒榝醜莍莍實也應劭漢官儀曰皇后稱椒房以椒塗壁取其溫也又山巔亦姓楚有大夫椒舉
噍,噍,精,ts̺,開,三,宵A,宵,開三宵A,ɪʊ,平,即消,即消,即遙,,,啁噍聲,
鐎,鐎,精,ts̺,開,三,宵A,宵,開三宵A,ɪʊ,平,即消,即消,即遙,,,刁斗也溫器三足而有柄,
蟭,蟭,精,ts̺,開,三,宵A,宵,開三宵A,ɪʊ,平,即消,即消,,,,䗚蟭螗蜋卵也,
䩌,䩌,精,ts̺,開,三,宵A,宵,開三宵A,ɪʊ,平,即消,即消,即遙,,,面䩌枯也,
𪚱,𪚱,精,ts̺,開,三,宵A,宵,開三宵A,ɪʊ,平,即消,即消,即遙,,,灼龜不兆也亦作𪚰,
僬,僬,精,ts̺,開,三,宵A,宵,開三宵A,ɪʊ,平,即消,即消,,,,義見僥字,
燋,燋,精,ts̺,開,三,宵A,宵,開三宵A,ɪʊ,平,即消,即消,,,,傷火說文曰所以然持火也,
䌭,䌭,精,ts̺,開,三,宵A,宵,開三宵A,ɪʊ,平,即消,即消,即遙,,,生枲也,
饒,饒,日,ʝɲ,開,三,宵A,宵,開三宵A,ɪʊ,平,如招,如招,如招,,,益也飽也餘也又姓風俗通云漢有饒斌爲漁陽太守如招切六,
橈,橈,日,ʝɲ,開,三,宵A,宵,開三宵A,ɪʊ,平,如招,如招,如招,,,楫也又女教切,
襓,襓,日,ʝɲ,開,三,宵A,宵,開三宵A,ɪʊ,平,如招,如招,如招,,,劒衣,
㹛,㹛,日,ʝɲ,開,三,宵A,宵,開三宵A,ɪʊ,平,如招,如招,如招,,,牛馴伏又而沼切,
蟯,蟯,日,ʝɲ,開,三,宵A,宵,開三宵A,ɪʊ,平,如招,如招,如招,,,人腹中蟲,
蕘,蕘,日,ʝɲ,開,三,宵A,宵,開三宵A,ɪʊ,平,如招,如招,如招,,,芻蕘,
燒,燒,書,ʃ,開,三,宵A,宵,開三宵A,ɪʊ,平,式招,式招,式招,,,火也然也式招切又式照切二,
𤬖,𤬖,書,ʃ,開,三,宵A,宵,開三宵A,ɪʊ,平,式招,式招,式招,,,瓜名,
遙,遙,以,d̺,開,三,宵A,宵,開三宵A,ɪʊ,平,餘昭,餘昭,余招,,,遠也行也餘昭切三十六,
媱,媱,以,d̺,開,三,宵A,宵,開三宵A,ɪʊ,平,餘昭,餘昭,余招,,,美好,
傜,傜,以,d̺,開,三,宵A,宵,開三宵A,ɪʊ,平,餘昭,餘昭,余招,,,使也役也又喜也或作㑾,
繇,繇,以,d̺,開,三,宵A,宵,開三宵A,ɪʊ,平,餘昭,餘昭,,,豪,於也由也喜也詩云我歌且繇,
颻,颻,以,d̺,開,三,宵A,宵,開三宵A,ɪʊ,平,餘昭,餘昭,余招,,,飄颻,
𣣳,𣣳,以,d̺,開,三,宵A,宵,開三宵A,ɪʊ,平,餘昭,餘昭,余招,,,氣出皃,
窯,窯,以,d̺,開,三,宵A,宵,開三宵A,ɪʊ,平,餘昭,餘昭,余招,,,燒瓦窯也,
窰,窰,以,d̺,開,三,宵A,宵,開三宵A,ɪʊ,平,餘昭,餘昭,,,,上同,燒瓦窯也
䔄,䔄,以,d̺,開,三,宵A,宵,開三宵A,ɪʊ,平,餘昭,餘昭,余招,,,蒲葉也又草也,
𦾺,𦾺,以,d̺,開,三,宵A,宵,開三宵A,ɪʊ,平,餘昭,餘昭,余招,,,𦾺芅萇楚今羊桃也爾雅作銚,
珧,珧,以,d̺,開,三,宵A,宵,開三宵A,ɪʊ,平,餘昭,餘昭,余招,,,玉珧蜃甲,
鰩,鰩,以,d̺,開,三,宵A,宵,開三宵A,ɪʊ,平,餘昭,餘昭,余招,,,文鰩魚鳥翼能飛白首赤喙常游西海夜飛向北海,
銚,銚,以,d̺,開,三,宵A,宵,開三宵A,ɪʊ,平,餘昭,餘昭,余招,,,燒器亦古田器又姓後漢衛尉潁川銚期又徒弔切,
姚,姚,以,d̺,開,三,宵A,宵,開三宵A,ɪʊ,平,餘昭,餘昭,余招,,,姚悅美好皃又舜姓今出吳興南安二望左傳有鄭大夫姚句耳,
搖,搖,以,d̺,開,三,宵A,宵,開三宵A,ɪʊ,平,餘昭,餘昭,余招,,,動也作也又姓東越王搖句踐之後,
謠,謠,以,d̺,開,三,宵A,宵,開三宵A,ɪʊ,平,餘昭,餘昭,余招,,,謠歌也爾雅云徒歌謂之謠,
軺,軺,以,d̺,開,三,宵A,宵,開三宵A,ɪʊ,平,餘昭,餘昭,余招,,,說文曰小車也又音韶,
愮,愮,以,d̺,開,三,宵A,宵,開三宵A,ɪʊ,平,餘昭,餘昭,余招,,,憂也悸也邪也惑也,
恌,恌,以,d̺,開,三,宵A,宵,開三宵A,ɪʊ,平,餘昭,餘昭,余招,,,上同,憂也悸也邪也惑也
𨙂,𨙂,以,d̺,開,三,宵A,宵,開三宵A,ɪʊ,平,餘昭,餘昭,余招,,,疾行又音由或作繇,
陶,陶,以,d̺,開,三,宵A,宵,開三宵A,ɪʊ,平,餘昭,餘昭,,,,皋陶舜臣又徒刀切,
蘨,蘨,以,d̺,開,三,宵A,宵,開三宵A,ɪʊ,平,餘昭,餘昭,余招,,,草茂也又音由,
𤬖,𤬖,以,d̺,開,三,宵A,宵,開三宵A,ɪʊ,平,餘昭,餘昭,,,,瓜也,
鷂,鷂,以,d̺,開,三,宵A,宵,開三宵A,ɪʊ,平,餘昭,餘昭,,,,大雉名爾雅云青質五彩皆備成章曰鷂又音曜,
洮,洮,以,d̺,開,三,宵A,宵,開三宵A,ɪʊ,平,餘昭,餘昭,,,,五湖名風土記云陽羨縣西有洮湖別名長塘湖義興記曰太湖射湖貴湖陽湖洮湖是爲五湖,
烑,烑,以,d̺,開,三,宵A,宵,開三宵A,ɪʊ,平,餘昭,餘昭,余招,,,光也,
㿁,𢋇,以,d̺,開,三,宵A,宵,開三宵A,ɪʊ,平,餘昭,餘昭,余招,,,痤也,
𢑄,𢑄,以,d̺,開,三,宵A,宵,開三宵A,ɪʊ,平,餘昭,餘昭,余招,,,弓利,
㫍,㫍,以,d̺,開,三,宵A,宵,開三宵A,ɪʊ,平,餘昭,餘昭,余招,,,旗旒,
榣,榣,以,d̺,開,三,宵A,宵,開三宵A,ɪʊ,平,餘昭,餘昭,余招,,,木名,
嗂,嗂,以,d̺,開,三,宵A,宵,開三宵A,ɪʊ,平,餘昭,餘昭,余招,,,樂也說文喜也,
䠛,䠛,以,d̺,開,三,宵A,宵,開三宵A,ɪʊ,平,餘昭,餘昭,余招,,,跳䠛行步皃,
瑤,瑤,以,d̺,開,三,宵A,宵,開三宵A,ɪʊ,平,餘昭,餘昭,余招,,,美玉,
猺,猺,以,d̺,開,三,宵A,宵,開三宵A,ɪʊ,平,餘昭,餘昭,,,,獸名又獏猺狗種也,
餆,餆,以,d̺,開,三,宵A,宵,開三宵A,ɪʊ,平,餘昭,餘昭,,,,餆餌食,
褕,褕,以,d̺,開,三,宵A,宵,開三宵A,ɪʊ,平,餘昭,餘昭,余招,,,褕狄后衣亦作揄,
韶,韶,常,ʒ,開,三,宵A,宵,開三宵A,ɪʊ,平,市昭,市昭,市招,,,舜樂也紹也市昭切十,
㲈,㲈,常,ʒ,開,三,宵A,宵,開三宵A,ɪʊ,平,市昭,市昭,,,,上同,舜樂也紹也市昭切十
佋,佋,常,ʒ,開,三,宵A,宵,開三宵A,ɪʊ,平,市昭,市昭,市招,,,廟佋穆也或作昭父昭子穆孝經疏云昭明也穆敬也故昭南向穆北向孫從父坐又市沼切,
𦯐,𦯐,常,ʒ,開,三,宵A,宵,開三宵A,ɪʊ,平,市昭,市昭,,,,草名,
𠧙,𠧙,常,ʒ,開,三,宵A,宵,開三宵A,ɪʊ,平,市昭,市昭,市招,,,十問,
玿,玿,常,ʒ,開,三,宵A,宵,開三宵A,ɪʊ,平,市昭,市昭,,,,美玉,
𢃳,𢃳,常,ʒ,開,三,宵A,宵,開三宵A,ɪʊ,平,市昭,市昭,市招,,,擊也,
軺,軺,常,ʒ,開,三,宵A,宵,開三宵A,ɪʊ,平,市昭,市昭,市招,,,使車又音遙,
柖,柖,常,ʒ,開,三,宵A,宵,開三宵A,ɪʊ,平,市昭,市昭,市招,,,說文曰樹搖皃又射的也,
㸛,㸛,常,ʒ,開,三,宵A,宵,開三宵A,ɪʊ,平,市昭,市昭,,,,㸛牀別名,
昭,昭,章,tʃ,開,三,宵A,宵,開三宵A,ɪʊ,平,止遙,止遙,止遙,,豪,明也光也著也覿也又姓楚詞昭屈景三族戰國策楚有昭奚恤止遙切七,
鵃,鵃,章,tʃ,開,三,宵A,宵,開三宵A,ɪʊ,平,止遙,止遙,止遙,,,鶻鵃鳥也又竹交切,
鉊,鉊,章,tʃ,開,三,宵A,宵,開三宵A,ɪʊ,平,止遙,止遙,止遙,,,淮南人呼鎌,
招,招,章,tʃ,開,三,宵A,宵,開三宵A,ɪʊ,平,止遙,止遙,止遙,,,招呼也來也又姓漢有大鴻臚招猛,
釗,釗,章,tʃ,開,三,宵A,宵,開三宵A,ɪʊ,平,止遙,止遙,止遙,,宵,遠也見也勉也亦弩牙又周康王名,
盄,盄,章,tʃ,開,三,宵A,宵,開三宵A,ɪʊ,平,止遙,止遙,止遙,,,玉篇器也,
皽,皽,章,tʃ,開,三,宵A,宵,開三宵A,ɪʊ,平,止遙,止遙,,,,皮上𦞙膜,
飆,飊,幫,p,開,三,宵A,宵,開三宵A,ɪʊ,平,甫遙,甫遙,甫遙,,,風也俗作飈甫遙切十五,
標,標,幫,p,開,三,宵A,宵,開三宵A,ɪʊ,平,甫遙,甫遙,甫遙,,,舉也又木杪也又必小切,
猋,猋,幫,p,開,三,宵A,宵,開三宵A,ɪʊ,平,甫遙,甫遙,甫遙,,宵,群犬走皃,
杓,杓,幫,p,開,三,宵A,宵,開三宵A,ɪʊ,平,甫遙,甫遙,甫遙,,,北斗柄星天文志云一至四爲魁五至七爲杓又音漂,
瘭,瘭,幫,p,開,三,宵A,宵,開三宵A,ɪʊ,平,甫遙,甫遙,甫遙,,,瘭疸病名,
幖,幖,幫,p,開,三,宵A,宵,開三宵A,ɪʊ,平,甫遙,甫遙,甫遙,,,頭上幟也,
熛,熛,幫,p,開,三,宵A,宵,開三宵A,ɪʊ,平,甫遙,甫遙,甫遙,,,飛火,
㠒,㠒,幫,p,開,三,宵A,宵,開三宵A,ɪʊ,平,甫遙,甫遙,,,,山峯,
𧽤,𧽤,幫,p,開,三,宵A,宵,開三宵A,ɪʊ,平,甫遙,甫遙,,,,輕行,
蔈,蔈,幫,p,開,三,宵A,宵,開三宵A,ɪʊ,平,甫遙,甫遙,,,,爾雅曰黃華蔈郭璞云苕華色異名亦不同也,
驫,驫,幫,p,開,三,宵A,宵,開三宵A,ɪʊ,平,甫遙,甫遙,,,,眾馬走皃,
𦠎,𦠎,幫,p,開,三,宵A,宵,開三宵A,ɪʊ,平,甫遙,甫遙,,,,𦠎𦞵腫欲潰也,
𣄠,𣄠,幫,p,開,三,宵A,宵,開三宵A,ɪʊ,平,甫遙,甫遙,甫遙,,,旌旗飛揚皃,
贆,贆,幫,p,開,三,宵A,宵,開三宵A,ɪʊ,平,甫遙,甫遙,甫遙,,,貝居陸也,
髟,髟,幫,p,開,三,宵A,宵,開三宵A,ɪʊ,平,甫遙,甫遙,甫遙,,幽,髮長皃又所銜切,
鑣,鑣,幫,p,開,三,宵B,宵,開三宵B,eʊ,平,甫嬌,甫嬌,甫喬,,,馬銜甫嬌切七,
𧥍,𧥍,幫,p,開,三,宵B,宵,開三宵B,eʊ,平,甫嬌,甫嬌,,,,上同,馬銜甫嬌切七
臕,臕,幫,p,開,三,宵B,宵,開三宵B,eʊ,平,甫嬌,甫嬌,,,,脂臕肥皃,
儦,儦,幫,p,開,三,宵B,宵,開三宵B,eʊ,平,甫嬌,甫嬌,甫喬,,,行皃詩云行人儦儦,
瀌,瀌,幫,p,開,三,宵B,宵,開三宵B,eʊ,平,甫嬌,甫嬌,甫喬,,,雪皃詩云雨雪瀌瀌,
𦔩,𦔩,幫,p,開,三,宵B,宵,開三宵B,eʊ,平,甫嬌,甫嬌,甫喬,,,除田薉也亦作穮,
藨,藨,幫,p,開,三,宵B,宵,開三宵B,eʊ,平,甫嬌,甫嬌,,,,萑葦秀爾雅云猋藨芀,
瓢,瓢,並,ˀbʱ,開,三,宵A,宵,開三宵A,ɪʊ,平,符霄,符霄,符遙,,,瓠也方言云蠡或謂之瓢論語曰一瓢飲符霄切六,
飄,飄,並,ˀbʱ,開,三,宵A,宵,開三宵A,ɪʊ,平,符霄,符霄,符遙,,,老子曰飄風不終朝注云疾風也,
剽,剽,並,ˀbʱ,開,三,宵A,宵,開三宵A,ɪʊ,平,符霄,符霄,,,,爾雅云中鏞謂之剽又小輕也或作𠠧,
薸,薸,並,ˀbʱ,開,三,宵A,宵,開三宵A,ɪʊ,平,符霄,符霄,符遙,,,方言云江東謂浮萍爲薸,
㯱,𣞈,並,ˀbʱ,開,三,宵A,宵,開三宵A,ɪʊ,平,符霄,符霄,符遙,,,橐也又公混切,
螵,螵,並,ˀbʱ,開,三,宵A,宵,開三宵A,ɪʊ,平,符霄,符霄,,,,螵蛸蟲名又撫招切,
蜱,蜱,明,m̊,開,三,宵A,宵,開三宵A,ɪʊ,平,彌遙,彌遙,無遙,,,蟲名彌遙切五,
䖢,䖢,明,m̊,開,三,宵A,宵,開三宵A,ɪʊ,平,彌遙,彌遙,無遙,,,蠶初生也,
篻,篻,明,m̊,開,三,宵A,宵,開三宵A,ɪʊ,平,彌遙,彌遙,無遙,,,竹名,
㠺,㠺,明,m̊,開,三,宵A,宵,開三宵A,ɪʊ,平,彌遙,彌遙,,,,玉篇云細網也,
𪃦,𪃦,明,m̊,開,三,宵A,宵,開三宵A,ɪʊ,平,彌遙,彌遙,無遙,,,工雀,
苗,苗,明,m̊,開,三,宵B,宵,開三宵B,eʊ,平,武瀌,武瀌,武瀌,,豪,田苗亦夏獵曰苗又求也眾也禾秀也亦姓風俗通云楚大夫伯棼之後賁皇奔晉食采於苗因而氏焉武瀌切五,
描,描,明,m̊,開,三,宵B,宵,開三宵B,eʊ,平,武瀌,武瀌,,,,描畫也又音茅,
緢,緢,明,m̊,開,三,宵B,宵,開三宵B,eʊ,平,武瀌,武瀌,,,,說文曰旄絲也,
貓,貓,明,m̊,開,三,宵B,宵,開三宵B,eʊ,平,武瀌,武瀌,武瀌,,,獸捕鼠又爾雅曰虎竊毛謂之虦貓又武交切,
猫,猫,明,m̊,開,三,宵B,宵,開三宵B,eʊ,平,武瀌,武瀌,,,,俗,獸捕鼠又爾雅曰虎竊毛謂之虦貓又武交切
要,要,影,∅,開,三,宵A,宵,開三宵A,ɪʊ,平,於霄,於霄,於霄,,宵,俗言要勒說文曰身中也象人要自臼之形今作腰又姓吳人要離之後漢有河南令要兢於霄切又一笑切九,
